"Register"	"Text"	"Left"	"-5;5"	"Right"
"w"	"W-TE05A1B-4240-557"	"“medeni “medeni toplum”a toplum”a toplum”a"	"geçilmiştir."	"İşte ilişkilerini hukuksal normlara göre"
"s"	"S-BEABXg-0070-949"	"şükür yani. Blue, fish, black..."	"Geçen"	"fish ne dedim bilemedin. Bu"
"s"	"S-BEABXO-0441-966"	"şöyle şişti. İki gün sonra"	"geçti."	"Hacı sokması ayrı gelip gezmesi"
"s"	"S-ACABTZ-0336-402"	"şöyle çok kısa hatlarla gözden"	"geçirirsek"	"Mazyük temin eder bir defa."
"w"	"W-SI27D1B-2465-411"	"şöyle ""Geceleri penceremin önünden tren"	"geçerken,"	"çırılçıplak soyunup kendimi teşhir etmeye"
"s"	"S-BEABXO-0418-1691"	"şöför rahattı ama o kriz"	"geçirmişti,"	"yaralıyı bıraktılar kadına bakıyorlar yani"
"w"	"W-VI31D1B-2357-2376"	"şutu tamamlayan Youla, takımını öne"	"geçiren"	"golü attı 2-1. İlk yarının"
"s"	"S-BEABXE-0082-200"	"şurayı geçtikten sonra yani. Orayı"	"geçtikten"	"sonra değel. <B> Yok mu?"
"s"	"S-BEABXO-0345-1086"	"şunu tek tek yazarız. Şeye"	"geçelim"	"hazırlamaya geçelim. Burda ne var?"
"s"	"S-AEABTZ-0040-2197"	"şunu söylemek istiyorum. Bu emm"	"geçtiğimiz"	"gün enerji bakanı Sayın Hilmi"
"s"	"S-ADABIA-0264-757"	"şuanda Türkiye'de komedide 5-10 kişiyi"	"geçmez"	"tahmin ediyorum oyuncu olarak, ee"
"s"	"S-BEABXg-0070-2234"	"şuan ordayım dedi. Meğer bizim"	"geçen"	"yılki şefimiz var ya Kemal..."
"s"	"S-BEABXO-0418-860"	"şu şeyi vermezse performans ödevini."	"Geçen"	"hafta da dedin gelicem beni"
"s"	"S-BEABXJ-0076-1214"	"şu sıcaklar geçsinde. Sıcaklar biraz"	"geçsin."	"Şimdi sıcakta şey olmaz yani."
"w"	"W-PI31D1B-2410-1651"	"şu günlerde transfer piyasasında sıkça"	"geçiyor."	"Bir gün, Fatih Terim'le anlaştığı"
"s"	"S-BEABXO-0444-823"	"şu duvarda bi İzzet adı"	"geçmiyo"	"bulim tıklim. Teessüflerimi iletir misin?"
"s"	"S-ADABCo-0365-173"	"Şu anda emm bakanlar kurulundan"	"geçirdiğimiz"	"ve adalet komisyonunda bekleyen bir"
"s"	"S-BEABXO-0454-403"	"Şok geçirmişlerdir <gülerek> Hem şok"	"geçirdiler"	"hem de bi tebessüm var"
"s"	"S-BEABXw-0353-875"	"şoförü zaten söylemiyorum Hatice Teyze."	"Geçen"	"yıl kim hastaydı kızlardan biri"
"s"	"S-BEABXs-0130-1137"	"Şişko emm Bir Şehnaz Oyun."	"Geçen"	"gün beraber geldiğin çocuk mu?"
"w"	"W-SF10A1A-2030-1687"	"şirketlerinin piyasa payı yüzde onu"	"geçemez."	"Talep tarafında serbestleşmenin aracı serbest"
"w"	"W-DA14B1A-1672-2057"	"Şimdi-geçmiş-gelecek arası, kronolojik olmayan zamanlarda"	"geçen"	"oyun, çok yalın marke bir"
"s"	"S-BEABXO-0064-1529"	"Şimdi çektüklerin yerdiklerin insanın bak"	"geçen"	"birisi televizyonda dinledim de çok"
"s"	"S-BEABXn-0349-894"	"Şimdi zaten başka birinin yanına"	"geçmiş"	"ya. He. Kerem'in yanına geçmiş"
"s"	"S-ADABDp-0430-935"	"Şimdi tekrar alalım. Crossa, crossa"	"geçtik."	"Omzumuzu açıyorum daha sonra bayanı"
"s"	"S-ADABPZ-0135-549"	"Şimdi soru cevap ve katkılara"	"geçiyoruz."	"Sahra Hanım'ın bildirisini eğer izinli"
"s"	"S-BEABXB-0073-552"	"Şimdi olsa var ya hayatta"	"geçemezdim."	"Sen tembelmişsin ya. Biz paso"
"s"	"S-BEABXO-0340-2121"	"Şimdi Okulu bitirince, 4 yıllığa"	"geçebiliyoruz."	"Yani 4 yıllığa geçersek kaptan"
"s"	"S-BEABXO-0441-1693"	"Şimdi o dayı Allah'tan sara"	"geçmemiş."	"Sara biliyosun hani şey şey"
"w"	"W-JI41C3A-1509-2013"	"Şimdi kendimiz üretip kendimiz satıyoruz."	"Geçen"	"yıl devlete beş milyon yuan"
"s"	"S-ADABCo-0314-1362"	"şimdi kasım 2008'deyiz. 13 ay"	"geçmiş."	"Bu hizmeti 13 ay sonra"
"w"	"W-JA16B3A-0796-1927"	"şimdi de teorik fizik dersine"	"geçti,"""	"diye düşünerek ürperdi. ""...neyin, hangi"
"w"	"W-UI09C4A-1027-286"	"şimdi de kış. O da"	"geçecek"	"elbet ve yine bahar gelecek."
"s"	"S-BEABXO-0122-136"	"Şimdi buradan araba direk ordan"	"geçiyor."	"Binsen hemen yakın geliyor. Kapı"
"w"	"W-QA16B1A-1731-1745"	"şiirler gelip duruyor. Birileri dalga"	"geçiyor."	"Bence Sema ve Ayça'nın kesin"
"s"	"S-ADABAo-0388-1478"	"Şeşen Merhaba sayın seyircilerimiz. Bugün"	"geçen"	"hafta bıraktığımız yerden devam edeceğiz."
"w"	"W-MG37C4A-1285-445"	"şeytan ürküten cinsinden tipler; sokaktan"	"geçerken"	"sanki omuzlarında tabut taşıyorlardı, sağa"
"s"	"S-BEABXO-0345-139"	"şeyler için dört beş satırı"	"geçmesin"	"diyo. Gerçi bunu biliyoruz ama"
"s"	"S-BEABXO-0013-2395"	"şeyin ordan geçelim, <B> ordan"	"geçerken"	"gösteriyim ben size çatal direkleri."
"s"	"S-AEABUZ-0022-215"	"şeyin de denetimi benim elime"	"geçecek"	"diyorlar. Bakın size 2 tane"
"s"	"S-AEABUZ-0021-307"	"şeyin arkasına saklanmak, bişeyin arkasına"	"geçme"	"ihtiyacı vardır. Kendimizi daha çok"
"w"	"W-SH39C0A-0142-949"	"şeyin ""vakti geçer."" Bu ""vakti"	"geçen"""	"şeylerden bazılarının telafisi vardır, bazılarınınsa"
"s"	"S-BEABXO-0122-104"	"Şeyi ticaret olduğu için... Sınıfı"	"geçmeseydi"	"dedi, başarılı olmasaydı diyorlar, biz"
"s"	"S-ADBBI^-0042-1957"	"şeyi söylediler ""Bacağından bir ameliyat"	"geçirmen"	"lazım, bir önlem almamız gerekir,"
"s"	"S-BEABXn-0349-1584"	"şey. Ben bu okula yeni"	"geçtim"	"ya. Ee! Danişmentgazi'ye mi? Ee!"
"s"	"S-ADABPZ-0135-1315"	"şey şu bizim modernliğin ötesine"	"geçmemiz"	"gerekir. Peki nedir modernliğin ötesi?"
"s"	"S-BEABXO-0448-2428"	"şey çıkıyodu şimdi çıkmıyo. Hep"	"geçen"	"seneninki falan çıkıyo anlamadım yani."
"s"	"S-BEABXJ-0076-314"	"şey yapıyosun diyosun görseniz dalga"	"geçersiniz"	"boyu şöyle bilmem ne dalga"
"s"	"S-BEABXO-0324-493"	"Şey yapıyodum ben artık, ordan"	"geçeceğim"	"zaman, ben direk ordan iniyorum"
"s"	"S-ADABIO-0437-22"	"şey yapmıyorsunuz sanırım? Evet rutin"	"geçiyor"	"anneannemiz var muhakkak cumartesi günleri"
"s"	"S-BAABXj-0001-526"	"şey yaa! Almanya'yı geçsen nolur"	"geçmesen"	"nolur Sekiz kredi ya olur"
"s"	"S-BEABXO-0117-2220"	"şey vardır. Eşit ağırlıktan sözele"	"geçenleri"	"çok gördüm. Emm sözelden İngilizceye"
"s"	"S-BEABX\-0065-1956"	"şey var. Anneme kredi çektim"	"geçen"	"sene bildiğin gibi değildi. Hani"
"s"	"S-BEABXO-0390-1910"	"şey tartışma, bilgi, sohbet tarzında"	"geçmiş."	"Hmm. Orda anlatıyor ya Amerika'ya"
"s"	"S-BEABXc-0167-1582"	"şey tarafında Carrefour falan biraz"	"geçince,"	"aradan bi geçtim. Şey. Silver"
"w"	"W-DA16B4A-0082-2474"	"şey olmayacağını seziyordu. Hemen harekete"	"geçmeseler"	"bile uzun vadede Hüsrev Bey'e"
"s"	"S-BEABXO-0122-881"	"şey oldu. Şimdi bir haftasonu"	"geçti."	"Öbür haftaya geldik. Sonra resimlere"
"w"	"W-IE39E1B-3028-312"	"şey O'nun kokusuyla yüzlerimizi yalar"	"geçer"	"ve gönüllerimize ölümsüzlük iksiri gibi"
