"Register","Text","Left","-5;5","Right"
"s","S-ADABPZ-0134-900","“olmalıdır” deyişine geçişe doğalcı yanıltmaca","diyerek","ikisi arasındaki bağı bir çırpıda"
"w","W-SE20C0A-0238-874","“Her ölüm erken ölümdür,” ölümdür,”","demişti.","Öyle değil mi ya, yarım"
"s","S-ACABUZ-0035-831","“Hepsine hepsini yaptım ey haat","diyor”","diyor” bir dizesinde. Aynen böyle."
"w","W-VH13E1C-4897-1335","“Hayır, “Hayır, babanı kastettim!” kastettim!”","dedi","anne. Faruk henüz “Koltukta “Koltukta"
"w","W-SE20C0A-0238-170","“Ben “Ben bir başkasıdır,” başkasıdır,”","diyen","bu şair, mutluluğun kimyasını çözümleyip"
"w","W-PB04A1B-4263-1447","’ya ’ya quasi H- kapalıdır","denir.","Eğer X uzayının kendisi quasi"
"s","S-BEABXQ-0009-1207","‘S ‘S en aşkım noldu","deme,","anne desin diyor.’ diyor.’ <Gülme>"
"s","S-BEABXO-0381-936","‘ben ‘ben trenin camını taktırdım.'","dedi.","Ee! alcak kıçına don. Öle"
"w","W-EB04A2A-1894-849","—hayır— —hayır— —hayır— ""asal sayılar""","diyoruz,","örneğin 2,3,5,7,11,13,17 2,3,5,7,11,13,17 2,3,5,7,11,13,17 2,3,5,7,11,13,17"
"s","S-BEABXg-0090-1077","şöyle yaptım. Ne oldu birader","dedi.","Dedim selamın aleyküm böyle böyle"
"w","W-SA16B2A-0738-1539","şöyle konuştu. ""Burası tuzak kokuyor.""","dedi","ve ardından ekledi. ""Her an"
"s","S-BEABXO-0128-332","şöför muamelesi görüyorum şuraya götür","diyorlar","götürüyorum. En güzeli. Bu akşam"
"s","S-BEABXO-0321-881","şurdan geçiyo falan diyince ben","dedim,","çaktırmadım, şey dedim ben spor"
"w","W-KE09C3A-3333-2126","şunu yapıyorum ama o ne","der","bu ne der, diye. Adın"
"w","W-RA16B1A-0153-1723","şunu bırakıp gitsem. Bekleyen çok,""","deyince","Kurt gülerek, ""Gel bakalım,"" dedi."
"s","S-BEABXR-0010-2484","şunları izleyelim. Buranın adı neydi","dediniz?","Serin su. Serin dere. Nasıl"
"s","S-BEABXg-0090-1781","şuan. Biz orda hammalar alalım","dedik","oraya bi tane çocuk girdi"
"w","W-FA16B2A-0578-547","şu yoldüzer makinelerini izlemeye. Yoldüzer","diyorum","amma, kazanına da, toprak kaldırana"
"s","S-ADABCo-0179-2360","şu sözlerle yanıt verdi. Alkol","demişken,","parkta alkol satılacak mı? Satmak"
"s","S-BEABXO-0117-1040","şu saatten sonra hiç yemezsin","diyorsun","yani <gülme> Hayır ondan diğil"
"s","S-ADAB^Z-0370-952","şu projeni seninle bi tartışalım","demek","geçiyo mu içinizden? Yani bu"
"s","S-BEABXO-0122-792","şu kadar barkımız var. İşte","diyor","şöyle iyi olur, böyle iyi"
"w","W-QE37C4A-0402-248","Şu işi biraz daha düşün,""","dedi.","Aradan bir saat geçti. Sedat"
"w","W-DA16B2A-0032-1225","şu günlerde..."" ""Ah, ah, ah!""","dedi","Mösyö Jacob. Suçluluktan kıvrım kıvrım"
"s","S-BEABXw-0398-1472","şu diğer kolumu da al.","Dedim","bak seyircilerin önünde izin veriyorum"
"w","W-LE41C2A-1360-1061","şu bizim fizikçi di'mi? Yerli","diyebileceğimiz","en yaygın efsanelerden biri -özellikle"
"w","W-UA16B4A-1185-1769","şu anda çalışıyor da..."" İşte","demek","istediğim bu! Aynen bu tavır."
"s","S-ADABLp-0061-29","şokta. Bu işlerle uğraşanlar nayır","diyor,","nolamaz böyle bir şey diyor."
"w","W-SI22C2A-0449-1848","şoförüne Bu kez sıra sende,","dedi.","Hadi bakalım çiftçinin evine git"
"s","S-BEABXO-0381-389","şişesi da satıcakmış dükkana. Abe","dedim","erken erken sen ne ararsın"
"w","W-RD37C2A-0811-1872","Şimdiden beraberliğimizin hiçbir mahzuru yok.'","dedi.","Tam içime yatmadı. Gittim o"
"s","S-ACABQq-0423-1200","Şimdi, Sayın Bakan biraz önce","dedi","ki, işte ""yüzde 18'e indirildi,"
"w","W-WI45E1C-5069-936","şimdi, ben seni ararım sonra""","deyip","telefonu kapadıktan hemen sonra deli"
"w","W-KE39C4A-0274-127","Şimdi üsteğmen, ""akşam köye inmeyin,""","diyor","ya, her akşam köye asker"
"s","S-BEABXn-0349-2291","şimdi çıkıyom evden dedi. Ben","dedim","Allah ben napacam. Para da"
"s","S-ADABCo-0335-624","şimdi toparlanıyo. Dedim ya oralar","dedim","şey kaşeymi gecekondu belediyelerimi çok"
"s","S-BEABXO-0006-236","Şimdi onlar kaç gün gel","diyorlar?","Ayda yirmi gün var. Haftada"
"s","S-ADABI]-0127-866","şimdi niçin tiyatroyu falan geçelim","dedim","ben bir şey sorucam size"
"w","W-NH13C3A-3302-2089","şimdi ne varsa ondan ibarettir,","diyebiliriz","de, diyemez miyiz? Kendimi bildim"
"s","S-ADBBAo-0443-1259","şimdi ne kadar mutlu olacaktım,","demek","ki senle fazla ilgilenemedik ve"
"w","W-PD43C2A-0656-2397","şimdi konulan isim 'iktisatçı başkan'.","Diyorlar","ki 'Başbakan olun da bize"
"s","S-BEABXs-0130-1939","şimdi de evlenirsen kilo alırsın","diyorlar","ne olucak bakalım. Evlenince alırsın"
"s","S-BEABXO-0122-1029","şimdi dairesi büyük. Rabia'yla oturacaz","dedi.","Yaptırdık mı dedi. Zaten şimdi"
"w","W-RF25D1B-2162-1277","şimdi daha değerli asfaltta yürüyecek""","diyerek","konuyla ilgilendiklerini dile getirdi. Çevreyi"
"s","S-ADABAo-0388-895","şimdi buraları hemen terk etmiyorlar","diyor.","Cahız Türkler'in vatan sevgisini belirtmek için"
"s","S-ADABCo-0215-233","şimdi ben ona Recep Efendi","diyecem","ama ama bakıyorum olmuyor. Recep"
"s","S-BEABXO-0013-805","Şimdi ben düşünüyom, patpat ne","demek","istiyo? Hızar. Patpat ne? Şey"
"w","W-GA16B2A-0139-1449","şimdi artık bu da benim,","demek","istiyordum. Son sayfalarda bir yerde,"
"s","S-ADABPZ-0119-331","Şimdi <B> söylediği şu bilim","diyor","içerdiği ifadeler gözlem raporlarını oluşturan"
"s","S-ADABCo-0335-1327","şiiri ne oluyo dedim.<Gülme>Bu dedim.<Gülme>Bu","dedim","lale devrinin nedeni Osmanlının zenginlerinin"
"w","W-NA15B1A-1727-1324","şiirden artık bundan emekli olursunuz","diyor","söz demeyeyim şimdi, şom ağızlı"
"s","S-BEABXw-0395-410","şeylerine, düşüncelerine saygı duyuyorum. Evet","dedi,","benden hoşlanabilirsin ama dedi ayrıca"
"w","W-PE39C4A-0183-2467","şeyleri değiştirmenin bir yolu olmalı","diyordu.","Bunun üzerine Rus ve Kazak"
"s","S-BEABXf-0406-123","şeylerden bi tanesi bu. Nası","diyim,","hocalardan bi tanesi mesela Emrullah"
"s","S-BEABXw-0399-1874","şeyler yaparız yani. Peki şimdi","diyelim","Sibel, emm, çok hani sana"
"w","W-RI22E1B-2911-2148","şeyler yapalım. Çorbada tuzumuz olsun,","dedim.","Fikrimi paylaştım. Sonra müdürümüz sınıflara"
"w","W-KA16B2A-0798-1093","şeyini efendim. Ne dedin, ne","dedin?","Hiçbir şey vermiyoruz. Gazete yönetim"
"s","S-BEABXs-0130-2246","şeyi şey. Ya tamam kötü","demedim","kötünün iyisi dedim. <gülme> Benden"
"s","S-BEABXO-0393-982","şeyi çekmişler diyor, bişe goymamışlar","diyor.","Sen diyor şey et, bana"
"s","S-ADABPZ-0119-424","şeyi Gazali daha 11. yüzyılda","diyor","ki bakın diyor akıl gözlem"
"s","S-BEABXO-0436-1816","şeyi düşünüyo yani. Tamam kapat","diyom","unutulsun. Lan kapatılacaksın da geliyo"
"s","S-AEABUZ-0021-859","şeye geçicem. bir de şu","dedik,","üzerinde üstünlük kurma ya da"
"s","S-BEABXO-0449-88","şey yüksek lisans için de...","Demek","ki birine atmış birine doksan"
"s","S-AEABUZ-0022-2132","şey yerlerine oturdu. Bakın ne","diyor.","şimdi bu aklınızda dursun. Komplodur"
"s","S-BEABXL-0338-1757","şey yapıcan abi şimdi emm","diyelim","anestezi. Şurada. Şimdi bunların normallerinin"
"s","S-BEABX\-0065-1215","şey yaptım. Tam düze çıktım","diyorum","amına koyim tamam mı tam"
"s","S-BEABXn-0349-2283","şey yapmam, barışmam ikisiyle de","dedim.","Sonra neyse hoca zorladı bunları"
"s","S-AEABUZ-0021-255","şey yani emm ses seslendirme","diyelim","ki başroldeki kişi de aynı"
"s","S-BEABXO-0007-2157","şey var dedi hıı tamam","dedim","o zaman. Yaa dedi öf"
"s","S-ADABI]-0127-287","şey söyledin oğlum dedi, hocam","dedim","pencereyi bir açın da dışarıya"
"w","W-RI09C3A-0837-837","şey sana dua etmek oldu,","dedi.""","""Git cenazesine katıl, sevabına nail"
"s","S-BEABXO-0122-193","şey olsa, ağır şey. Hem","dedik","normalde giysin. Hem de nişan"
"s","S-ADBBI^-0326-903","şey ne diye düşünüp duruyorum.","Diyorum","ya size; Tepebaşı'ndan Şişli'ye kadar,"
"s","S-ADABPZ-0135-2481","şey modernlik bireyi yalnız bırakır","diyor.","Yani nasıl yanlış bırakıyor deyin."
"s","S-BEABXW-0005-771","şey mi oldu gece yazmışsın","dedim","sonra aradım açmadı. Barıştan aradım"
"s","S-BEABXX-0411-1563","şey mi diyodu bak mı","dedi,","bakar mısın? Bakar mısındı dimi"
"s","S-ADABPZ-0135-147","şey iyi hoş anlıyorum ama","dedi","bu adamlar neyle felsefe yapıyorlar"
"s","S-BEABXg-0072-421","şey hmm... Dışardan öğrenci almıyoz","dedi","sınavlara. Sen dedi eski öğrencimizsin."
"s","S-BEABXW-0173-208","Şey gibi oldu... Oraya gel","dicekler","yani... Hadi ya Mc'Donalds'taki kız"
"s","S-BEABXO-0440-1640","şey der ya sizi yenerimde","demiyor.","Ya ben sizi çırpmaktan bıkmadım"
"s","S-BEABXO-0322-1428","şey demiş. Sizin demiş bölümden","demiş","işte Ülkü Neslihan Suna falan"
"s","S-BEABXO-0450-2317","şey demiş. Heralde yani öyle","demiştir","artık kızım bu kadar masraf"
"w","W-RA16B2A-0403-1422","şey demek değil, boş ver!""","Demek","herif, tüm Avrupa'yı dolanırken rastladığı"
"s","S-BEABXn-0067-1132","şey bu. Ben de anlatıyorum.","Dedim","içinde dedim gerçek meyve tanecikleri"
"w","W-EA16B2A-0744-2396","şey birden pek kolay göründü.""","dedi","kafasını kaşıyarak. ""Bana bak, böyle"
"s","S-BEABXO-0006-310","Şey bile var ya ne","diyorsunuz","ona? Servis… Servis… Lokantalarda servis"
"s","S-BEABXg-0090-1006","şey beleş. Bi de sana","dicek","polissin ya abi hoş geldin"
"s","S-BEABXO-0450-751","Şey ağır gelmiş babası da","demiş","ki artık hani o kadar"
"w","W-CG09C5A-0218-2460","şey almışımdır. Şimdi bak, ne","diyorum","ben ""Tütünü bilir misin? ""Sarıkız"""
"s","S-ADABAo-0033-253","şerefinizi ve haysiyetinizi de kaybedersiniz""","diyor","Hazreti Ali efendimiz. Ve Hüseyin"
"w","W-JI09C1A-0558-2100","şeklinize dikkat etmenizi istiyoruz."" dedim.","Dedim","ama neredeyse de altıma edecektim."
"w","W-TF25D1B-2163-587","şeklindeki fonlarından yararlanabilmemizin ön şartıdır""","dedi.","Mehdi Eker, böyle bir kurumun"
"s","S-BEABXw-0395-2227","şekilde reddetmiş. Yaa kısmet değilmiş","demek","ki. Hıı, kısmet değilmiş diyelim."
"w","W-IA16B3A-0630-1259","şekilde hayal edebilip, Almanya'yı bilemezdik""","deyip","itirafta bulundular. Ninem Almanya'yı anlatırken"
"s","S-BEABIs-0015-15","şekilde görmeye de devam ediyorlar.","Demek","ki ya da şu da"
"w","W-PI27D1B-2822-1090","şekilde başımı öne eğemiyordum. Tamam","dedim","bir şeyler oluyor. Gece yarısı"
"s","S-AEABUZ-0021-1377","şehir tiyatrosundan arkadaşlar Ahmet Aksoy","diyince","isim benzerliği hemen gülmeye başladılar."
"w","W-CA16B4A-0988-1753","şaşılacak ne var deme sakın.","Demiyorum","Murat Bey, dedi Kerim Hoca"
"w","W-QI09C3A-1480-2279","şayet gelmek isterlerse haber veririm.""","dedi.","Ertesi gün Sayın Kumandan beraberinde"
"s","S-BEABXn-0349-228","şarkılarından da sevdiklerim var falan","dedim.","Özellikle Manga'yı falan dinliyom dedim."
"w","W-CA16B1A-2634-2362","şarkılarımız sussa da günyeli susmaz","-dedi","son sigarasını yakarken koğuş eğlentisinde"
"s","S-BEABXO-0392-563","şarkı söyleyen var ya. Lan","diyorum","kim aaaa diye şarkı söyleyen"
"w","W-FA16B4A-0005-1603","şam fıstığı -daha güzel. Ne","diyorduk?","Schopenhauer mı? Başucu kitabım. Tut"
"s","S-BEABXw-0353-2409","şakası döğüştür dedi kadının şakası","dedi","sikiştir. Bugün öpüşen yarın onu"
"w","W-PG37C3A-1420-1031","şair oldu"" diyorsunuz. Evet öyle","diyorum.","Şeyh Bedreddin Destanı 1936'da çıkmıştır,"
"w","W-PE39E1B-2901-1501","şahıs ""hiç aklımdan çıkmıyor ki""","der","ya... Kısaca yeni solun geleneksel"
"w","W-SI09C1A-0533-67","ışıklardır.) ""İstanbul'a selam söyleyin."" (Kimlerden","diyelim)","Hep pencereden merakla aşağıya bakıp"
"s","S-ACABTZ-0336-2116","ısıtır ancak. Güneşin kıymetini bilin","diyor.","Aslında güneşin kıymetini gerçekten bilmek"
"w","W-VB38E1B-2887-1686","üşüyünce ""yaza elveda, sonbahara merhaba""","demek","gerektiğini anlıyorlar. Ne de olsa"
"w","W-RI41C2A-1464-2383","üçlü inanışın dışında daha sayısız","denecek","kadar çok tanrıları vardı. Ayrıca"
"s","S-BEABXn-0349-931","Üç nokta koymuş bi de","dedim","nanayı yedik. Sonra... Mercimeği fırına"
"s","S-BEABXO-0447-868","Üç gün demiş. Doktor yedi","dediydi.","Ama ben üç gün arayla"
"w","W-VI19E1A-3999-2296","üzülmeyin. Biz de evde oynarız.""","dedi.","Oğuzhan ""Evde hangi oyunu oynayabiliriz"
"w","W-SE30D1B-2089-1332","üzerine, ""Hayır, bir mesaj gelmedi""","dedi.","İran'ın Gül aracılığıyla ABD'ye bir"
"w","W-JA16B3A-0796-77","üzerine yumruğunu bastırdı. ""Erzurumlu Teyze...""","dedi","ansızın... ""...kusurumu bağışlayın ama, çok"
"s","S-BEABXO-0345-1337","üzerine sarı diye düşündüm. Üzerine","derken","nasıl yapcan ya? Şunu tutar"
"w","W-NI22C2A-0169-755","üzere, hepinize iyi geceler diliyorum,""","diyerek","programı kapatırdı. Televizyonda öpüşme, sevişme"
"w","W-VD30D1B-2233-10","üzere gerekli işlemler devam ettirilecektir.""","denildi.","Maliye Bakanlığı, Yüksek Mahkeme'nin, mayın"
"w","W-CE09C3A-0382-184","üyelerini bulmak biraz zor. KİT","deyince,","aklınıza Kamu İktisadi Teşekkülleri gelmesin."
"w","W-CA16B2A-1317-1370","üstüme geldi. Başıma yıkıldı. Yok","dedi,","yok böyle bir şey, sen"
"w","W-WI45F1D-4802-468","üstlenmiş birtakım adamlar ""biz ne","desek","hukuk o"" deme cinnetine kapılmışlar."
"w","W-RA16B3A-1134-2144","üsteledi şoför. ""Evet, onu gezdiriyorum,""","dedi","Kumru. Sultan da mutlulukla gülümsedi."
"w","W-VI44F1D-4748-2012","ürününü yiyemeyecek.. Bunu nerden anladık","derseniz","bebeğime mama verdikten 1 saat"
"w","W-KE05A4A-2596-429","ürünü oluşturan kalite ve mükemmellik","denilen","niteliklerden ibarettir. Bu nedenle, Batı"
"s","S-AEABUZ-0038-719","ürüne dönüşmeli. Bu da teknoloji","demektir.","Dolayısı ile de üniversitenin paraya"
"w","W-GE39E1B-2835-1600","ürettiğini götürüp yerinde göstermek zorunda""","diyor.","İslam ülkelerinin birbirleri arasındaki ticaret"
"w","W-TF25D1B-2153-269","üreten büyük ülkelerinden biri olacak""","dedi.","TMMOB Gıda Mühendisleri Odası Aydın"
"s","S-ADBBI^-0326-1932","Ürek gelmişti. ""Niye arkadaşın gelmedi""","dedim,","onlar hep beraber dolaşırlar çünkü."
"s","S-BEABXO-0075-1750","Üniverste yolundan. Üniversite yolundan. Mersinden","desem.","<gülme> <gülme> Şeylere falan bakcam"
"s","S-ACAAPZ-0384-694","üniversitede talebe olmak lazımdı şimdi","dedim.","Gerçekten onur verici. Burdaki okuyan"
"w","W-PG09C3A-0021-162","Ülkü'ye ""Bak Abdi ne diyor?""","dememe","kalmadan, Ülkü heyecanla ""Burada arsa"
